Genome	Permutation	Clusters
17854	19	Perm616	27127
17855	20	Perm616	27405
17856	21	Perm616	28288
17857	22	Perm616	28551
17858	23	Perm616	28953
17859	24	Perm616	29482
17860	25	Perm616	29919
17861	26	Perm616	30436
17862	27	Perm616	30471
17863	28	Perm616	30521
17864	29	Perm616	30970
17865	1	Perm617	1754
17866	2	Perm617	6784
17867	3	Perm617	9166
17868	4	Perm617	11950
17869	5	Perm617	13533
17870	6	Perm617	15375
17871	7	Perm617	16973
17872	8	Perm617	18111
17873	9	Perm617	18543
17874	10	Perm617	19308
17875	11	Perm617	20553
17876	12	Perm617	21759
17877	13	Perm617	22757
17878	14	Perm617	23563
17879	15	Perm617	24276
17880	16	Perm617	24918
17881	17	Perm617	25699
17882	18	Perm617	25982
17883	19	Perm617	26505
17884	20	Perm617	26528
17885	21	Perm617	27066
17886	22	Perm617	27207
17887	23	Perm617	27774
17888	24	Perm617	28535
17889	25	Perm617	29030
17890	26	Perm617	29172
17891	27	Perm617	29601
17892	28	Perm617	30473
17893	29	Perm617	30970
17894	1	Perm618	3133
17895	2	Perm618	4841
17896	3	Perm618	8878
17897	4	Perm618	10113
17898	5	Perm618	11516
17899	6	Perm618	14056
17900	7	Perm618	15292
17901	8	Perm618	16213
17902	9	Perm618	18683
17903	10	Perm618	20134
17904	11	Perm618	21174
17905	12	Perm618	21510
17906	13	Perm618	22452
17907	14	Perm618	23145
17908	15	Perm618	23869
17909	16	Perm618	24425
17910	17	Perm618	25023
17911	18	Perm618	25837
17912	19	Perm618	26318
17913	20	Perm618	26891
17914	21	Perm618	27605
17915	22	Perm618	27923
17916	23	Perm618	28750
17917	24	Perm618	29183
17918	25	Perm618	29771
17919	26	Perm618	30033
17920	27	Perm618	30178
17921	28	Perm618	30473
17922	29	Perm618	30970
17923	1	Perm619	3159
17924	2	Perm619	5069
17925	3	Perm619	6403
17926	4	Perm619	11270
17927	5	Perm619	13593
17928	6	Perm619	15760
17929	7	Perm619	17120
17930	8	Perm619	18335
17931	9	Perm619	19967
17932	10	Perm619	20662
17933	11	Perm619	21669
17934	12	Perm619	22666
17935	13	Perm619	23919
17936	14	Perm619	24571
17937	15	Perm619	24814
17938	16	Perm619	25482
17939	17	Perm619	25513
17940	18	Perm619	26016
17941	19	Perm619	26634
17942	20	Perm619	26812
17943	21	Perm619	27567
17944	22	Perm619	28170
17945	23	Perm619	28745
17946	24	Perm619	29199
17947	25	Perm619	29456
17948	26	Perm619	29573
17949	27	Perm619	30378
17950	28	Perm619	30501
17951	29	Perm619	30970
17952	1	Perm620	4386
17953	2	Perm620	6097
17954	3	Perm620	8792
17955	4	Perm620	10549
17956	5	Perm620	12075
17957	6	Perm620	14412
17958	7	Perm620	16505
17959	8	Perm620	17780
17960	9	Perm620	18363
17961	10	Perm620	19353
17962	11	Perm620	20854
17963	12	Perm620	21795
17964	13	Perm620	22384
17965	14	Perm620	22664
17966	15	Perm620	23501
17967	16	Perm620	24324
17968	17	Perm620	24795
17969	18	Perm620	25461
17970	19	Perm620	26189
17971	20	Perm620	26584
17972	21	Perm620	26885
17973	22	Perm620	27267
17974	23	Perm620	27570
17975	24	Perm620	28215
17976	25	Perm620	28760
17977	26	Perm620	29210
17978	27	Perm620	29681
17979	28	Perm620	30489
17980	29	Perm620	30970
17981	1	Perm621	4356
17982	2	Perm621	6954
17983	3	Perm621	10652
17984	4	Perm621	12808
17985	5	Perm621	14541
17986	6	Perm621	15481
17987	7	Perm621	16790
17988	8	Perm621	18689
17989	9	Perm621	20076
17990	10	Perm621	20405
17991	11	Perm621	21519
17992	12	Perm621	22326
17993	13	Perm621	23217
17994	14	Perm621	23713
17995	15	Perm621	24191
17996	16	Perm621	24970
17997	17	Perm621	25602
17998	18	Perm621	26169
17999	19	Perm621	26678
18000	20	Perm621	27026
18001	21	Perm621	27856
18002	22	Perm621	28286
18003	23	Perm621	28792
18004	24	Perm621	29677
18005	25	Perm621	29805
18006	26	Perm621	29923
18007	27	Perm621	30441
18008	28	Perm621	30847
18009	29	Perm621	30970
18010	1	Perm622	4509
18011	2	Perm622	7259
18012	3	Perm622	9052
18013	4	Perm622	10813
18014	5	Perm622	12180
18015	6	Perm622	14812
18016	7	Perm622	15918
18017	8	Perm622	17791
18018	9	Perm622	18616
18019	10	Perm622	19400
18020	11	Perm622	20132
18021	12	Perm622	20820
18022	13	Perm622	21685
18023	14	Perm622	23802
18024	15	Perm622	24568
18025	16	Perm622	25026
18026	17	Perm622	26216
18027	18	Perm622	26547
18028	19	Perm622	26839
18029	20	Perm622	27307
18030	21	Perm622	27679
18031	22	Perm622	28166
18032	23	Perm622	28662
18033	24	Perm622	28975
18034	25	Perm622	29489
18035	26	Perm622	29609
18036	27	Perm622	30078
18037	28	Perm622	30951
18038	29	Perm622	30970
18039	1	Perm623	4821
18040	2	Perm623	7269
18041	3	Perm623	9280
18042	4	Perm623	11890
18043	5	Perm623	12650
18044	6	Perm623	13705
18045	7	Perm623	16317
18046	8	Perm623	17987
18047	9	Perm623	19663
18048	10	Perm623	20604
18049	11	Perm623	21217
18050	12	Perm623	22067
18051	13	Perm623	22449
18052	14	Perm623	22807
18053	15	Perm623	23652
18054	16	Perm623	24530
18055	17	Perm623	25025
18056	18	Perm623	25908
18057	19	Perm623	26678
18058	20	Perm623	27219
18059	21	Perm623	27244
18060	22	Perm623	27793
18061	23	Perm623	28345
18062	24	Perm623	28840
18063	25	Perm623	29096
18064	26	Perm623	29577
18065	27	Perm623	29721
18066	28	Perm623	30242
18067	29	Perm623	30970
18068	1	Perm624	4356
18069	2	Perm624	6405
18070	3	Perm624	9229
18071	4	Perm624	10992
18072	5	Perm624	12009
18073	6	Perm624	14111
18074	7	Perm624	15382
18075	8	Perm624	16603
18076	9	Perm624	18669
18077	10	Perm624	19529
18078	11	Perm624	20284
18079	12	Perm624	21833
18080	13	Perm624	22692
18081	14	Perm624	23732
18082	15	Perm624	24421
18083	16	Perm624	25452
18084	17	Perm624	25874
18085	18	Perm624	26269
18086	19	Perm624	26527
18087	20	Perm624	27198
18088	21	Perm624	28038
18089	22	Perm624	28279
18090	23	Perm624	29029
18091	24	Perm624	29607
18092	25	Perm624	30081
18093	26	Perm624	30168
18094	27	Perm624	30463
18095	28	Perm624	30920
18096	29	Perm624	30970
18097	1	Perm625	3367
18098	2	Perm625	5406
18099	3	Perm625	6617
18100	4	Perm625	8325
18101	5	Perm625	12545
18102	6	Perm625	13665
18103	7	Perm625	15669
18104	8	Perm625	16718
18105	9	Perm625	17687
18106	10	Perm625	18580
18107	11	Perm625	19741
18108	12	Perm625	22167
18109	13	Perm625	23043
18110	14	Perm625	24205
18111	15	Perm625	24880
18112	16	Perm625	25536
18113	17	Perm625	26213
18114	18	Perm625	26868
18115	19	Perm625	27327
18116	20	Perm625	27947
18117	21	Perm625	28504
18118	22	Perm625	28874
18119	23	Perm625	29598
18120	24	Perm625	30048
18121	25	Perm625	30215
18122	26	Perm625	30237
18123	27	Perm625	30371
18124	28	Perm625	30828
18125	29	Perm625	30970
18126	1	Perm626	3159
18127	2	Perm626	4572
18128	3	Perm626	6280
18129	4	Perm626	9973
18130	5	Perm626	11116
18131	6	Perm626	12729
18132	7	Perm626	13934
18133	8	Perm626	14991
18134	9	Perm626	18087
18135	10	Perm626	20078
18136	11	Perm626	21317
18137	12	Perm626	22192
18138	13	Perm626	23265
18139	14	Perm626	23938
18140	15	Perm626	24983
18141	16	Perm626	25685
18142	17	Perm626	26240
18143	18	Perm626	26674
18144	19	Perm626	27223
18145	20	Perm626	27975
18146	21	Perm626	28520
18147	22	Perm626	28904
18148	23	Perm626	29384
18149	24	Perm626	29567
18150	25	Perm626	30089
18151	26	Perm626	30414
18152	27	Perm626	30806
18153	28	Perm626	30951
18154	29	Perm626	30970
18155	1	Perm627	2908
18156	2	Perm627	7141
18157	3	Perm627	10032
18158	4	Perm627	12373
18159	5	Perm627	13257
18160	6	Perm627	14376
18161	7	Perm627	16273
18162	8	Perm627	17667
18163	9	Perm627	18847
18164	10	Perm627	19863
18165	11	Perm627	20884
18166	12	Perm627	21695
18167	13	Perm627	22926
18168	14	Perm627	23608
18169	15	Perm627	24315
18170	16	Perm627	25249
18171	17	Perm627	25887
18172	18	Perm627	26460
18173	19	Perm627	27377
18174	20	Perm627	27590
18175	21	Perm627	28161
18176	22	Perm627	28345
18177	23	Perm627	29174
18178	24	Perm627	29502
18179	25	Perm627	29669
18180	26	Perm627	30122
18181	27	Perm627	30636
18182	28	Perm627	30781
18183	29	Perm627	30970
18184	1	Perm628	4509
18185	2	Perm628	7319
18186	3	Perm628	10038
18187	4	Perm628	11863
18188	5	Perm628	14447
18189	6	Perm628	15967
18190	7	Perm628	17227
18191	8	Perm628	18742
18192	9	Perm628	19533
18193	10	Perm628	20911
18194	11	Perm628	21839
18195	12	Perm628	22785
18196	13	Perm628	23345
18197	14	Perm628	24102
18198	15	Perm628	24745
18199	16	Perm628	25546
18200	17	Perm628	26146
18201	18	Perm628	26750
18202	19	Perm628	27289
18203	20	Perm628	27559
18204	21	Perm628	28138
18205	22	Perm628	28719
18206	23	Perm628	28863
18207	24	Perm628	29374
18208	25	Perm628	29436
18209	26	Perm628	29605
18210	27	Perm628	29728
18211	28	Perm628	30535
18212	29	Perm628	30970
18213	1	Perm629	4821
18214	2	Perm629	7651
18215	3	Perm629	9538
18216	4	Perm629	11058
18217	5	Perm629	13926
18218	6	Perm629	16177
18219	7	Perm629	17247
18220	8	Perm629	18199
18221	9	Perm629	19246
18222	10	Perm629	20085
18223	11	Perm629	20914
18224	12	Perm629	21536
18225	13	Perm629	23307
18226	14	Perm629	24237
18227	15	Perm629	25105
18228	16	Perm629	25847
18229	17	Perm629	26252
18230	18	Perm629	26864
18231	19	Perm629	27495
18232	20	Perm629	28007
18233	21	Perm629	28215
18234	22	Perm629	28457
18235	23	Perm629	28688
18236	24	Perm629	28987
18237	25	Perm629	29739
18238	26	Perm629	30155
18239	27	Perm629	30636
18240	28	Perm629	30781
18241	29	Perm629	30970
18242	1	Perm630	4288
18243	2	Perm630	6881
18244	3	Perm630	8922
18245	4	Perm630	11647
18246	5	Perm630	12977
18247	6	Perm630	15498
18248	7	Perm630	16647
18249	8	Perm630	17550
18250	9	Perm630	18945
18251	10	Perm630	19907
18252	11	Perm630	21248
18253	12	Perm630	22090
18254	13	Perm630	22912
18255	14	Perm630	23508
18256	15	Perm630	24249
18257	16	Perm630	24913
18258	17	Perm630	25610
18259	18	Perm630	25946
18260	19	Perm630	26521
18261	20	Perm630	26789
18262	21	Perm630	27119
18263	22	Perm630	27175
18264	23	Perm630	27323
18265	24	Perm630	28205
18266	25	Perm630	28771
18267	26	Perm630	29591
18268	27	Perm630	30085
18269	28	Perm630	30501
18270	29	Perm630	30970
18271	1	Perm631	3309
18272	2	Perm631	5163
18273	3	Perm631	7179
18274	4	Perm631	8197
18275	5	Perm631	11930
18276	6	Perm631	12948
18277	7	Perm631	13771
18278	8	Perm631	16539
18279	9	Perm631	17188
18280	10	Perm631	19400
18281	11	Perm631	20006
18282	12	Perm631	21267
18283	13	Perm631	22265
18284	14	Perm631	22816
18285	15	Perm631	23739
18286	16	Perm631	25129
18287	17	Perm631	26140
18288	18	Perm631	26447
18289	19	Perm631	27027
18290	20	Perm631	27806
18291	21	Perm631	28078
18292	22	Perm631	28571
18293	23	Perm631	28597
18294	24	Perm631	29100
18295	25	Perm631	29474
18296	26	Perm631	30282
18297	27	Perm631	30494
18298	28	Perm631	30831
18299	29	Perm631	30970
18300	1	Perm632	4631
18301	2	Perm632	5879
18302	3	Perm632	8334
18303	4	Perm632	11070
18304	5	Perm632	12328
18305	6	Perm632	14010
18306	7	Perm632	15499
18307	8	Perm632	17337
18308	9	Perm632	18873
18309	10	Perm632	19719
18310	11	Perm632	20870
18311	12	Perm632	21930
18312	13	Perm632	23176
18313	14	Perm632	24069
18314	15	Perm632	24778
18315	16	Perm632	25469
18316	17	Perm632	26049
18317	18	Perm632	26852
18318	19	Perm632	27589
18319	20	Perm632	27945
18320	21	Perm632	28309
18321	22	Perm632	28650
18322	23	Perm632	28791
18323	24	Perm632	29265
18324	25	Perm632	29380
18325	26	Perm632	29897
18326	27	Perm632	30438
18327	28	Perm632	30935
18328	29	Perm632	30970
18329	1	Perm633	2156
18330	2	Perm633	6110
18331	3	Perm633	8740
18332	4	Perm633	10740
18333	5	Perm633	13720
18334	6	Perm633	15057
18335	7	Perm633	16026
18336	8	Perm633	18015
18337	9	Perm633	18972
18338	10	Perm633	19885
18339	11	Perm633	20661
18340	12	Perm633	22379
18341	13	Perm633	24010
18342	14	Perm633	24450
18343	15	Perm633	25200
18344	16	Perm633	26116
18345	17	Perm633	26590
18346	18	Perm633	27176
18347	19	Perm633	27200
18348	20	Perm633	27478
18349	21	Perm633	28098
18350	22	Perm633	28649
18351	23	Perm633	29090
18352	24	Perm633	29270
18353	25	Perm633	29777
18354	26	Perm633	30234
18355	27	Perm633	30413
18356	28	Perm633	30781
18357	29	Perm633	30970
18358	1	Perm634	5470
18359	2	Perm634	8063
18360	3	Perm634	10652
18361	4	Perm634	12534
18362	5	Perm634	14476
18363	6	Perm634	15970
18364	7	Perm634	17535
18365	8	Perm634	18671
18366	9	Perm634	19240
18367	10	Perm634	20353
18368	11	Perm634	21169
18369	12	Perm634	22086
18370	13	Perm634	22924
18371	14	Perm634	23440
18372	15	Perm634	23895
18373	16	Perm634	24606
18374	17	Perm634	25234
18375	18	Perm634	25871
18376	19	Perm634	26378
18377	20	Perm634	26996
18378	21	Perm634	27524
18379	22	Perm634	27845
18380	23	Perm634	28336
18381	24	Perm634	28562
18382	25	Perm634	28980
18383	26	Perm634	29032
18384	27	Perm634	29356
18385	28	Perm634	30242
18386	29	Perm634	30970
18387	1	Perm635	5310
18388	2	Perm635	7958
18389	3	Perm635	9820
18390	4	Perm635	11401
18391	5	Perm635	14815
18392	6	Perm635	15834
18393	7	Perm635	16833
18394	8	Perm635	17935
18395	9	Perm635	19830
18396	10	Perm635	21267
18397	11	Perm635	22111
18398	12	Perm635	22621
18399	13	Perm635	23566
18400	14	Perm635	24383
18401	15	Perm635	25092
18402	16	Perm635	26145
18403	17	Perm635	26637
18404	18	Perm635	27285
18405	19	Perm635	27886
18406	20	Perm635	28156
18407	21	Perm635	28586
18408	22	Perm635	29150
18409	23	Perm635	29387
18410	24	Perm635	29574
18411	25	Perm635	29704
18412	26	Perm635	30165
18413	27	Perm635	30697
18414	28	Perm635	30935
18415	29	Perm635	30970
18416	1	Perm636	3159
18417	2	Perm636	5275
18418	3	Perm636	6785
18419	4	Perm636	11446
18420	5	Perm636	12459
18421	6	Perm636	13611
18422	7	Perm636	16281
18423	8	Perm636	17245
18424	9	Perm636	19197
18425	10	Perm636	19985
18426	11	Perm636	21326
18427	12	Perm636	21832
18428	13	Perm636	22548
18429	14	Perm636	23245
18430	15	Perm636	24267
18431	16	Perm636	25383
18432	17	Perm636	25896
18433	18	Perm636	26680
18434	19	Perm636	27280
18435	20	Perm636	27725
18436	21	Perm636	28248
18437	22	Perm636	28499
18438	23	Perm636	28739
18439	24	Perm636	29619
18440	25	Perm636	29737
18441	26	Perm636	30214
18442	27	Perm636	30233
18443	28	Perm636	30534
18444	29	Perm636	30970
18445	1	Perm637	4509
18446	2	Perm637	6045
18447	3	Perm637	8822
18448	4	Perm637	11516
18449	5	Perm637	13905
18450	6	Perm637	14675
18451	7	Perm637	16047
18452	8	Perm637	17664
18453	9	Perm637	18882
18454	10	Perm637	19861
18455	11	Perm637	21118
18456	12	Perm637	22189
18457	13	Perm637	22973
18458	14	Perm637	23644
18459	15	Perm637	24444
18460	16	Perm637	25333
18461	17	Perm637	25979
18462	18	Perm637	26682
18463	19	Perm637	26997
18464	20	Perm637	27614
18465	21	Perm637	27794
18466	22	Perm637	28382
18467	23	Perm637	28700
18468	24	Perm637	28780
18469	25	Perm637	29605
18470	26	Perm637	29725
18471	27	Perm637	30209
18472	28	Perm637	30521
18473	29	Perm637	30970
18474	1	Perm638	1643
18475	2	Perm638	3206
18476	3	Perm638	7524
18477	4	Perm638	9590
18478	5	Perm638	11587
18479	6	Perm638	14751
18480	7	Perm638	16211
18481	8	Perm638	17877
18482	9	Perm638	18973
18483	10	Perm638	20400
18484	11	Perm638	21325
18485	12	Perm638	22089
18486	13	Perm638	23348
18487	14	Perm638	24070
18488	15	Perm638	24452
18489	16	Perm638	25487
18490	17	Perm638	26266
18491	18	Perm638	27000
18492	19	Perm638	27642
18493	20	Perm638	28228
18494	21	Perm638	28529
18495	22	Perm638	29099
18496	23	Perm638	29474
18497	24	Perm638	29806
18498	25	Perm638	29949
18499	26	Perm638	30362
18500	27	Perm638	30811
18501	28	Perm638	30951
18502	29	Perm638	30970
18503	1	Perm639	4509
18504	2	Perm639	7488
18505	3	Perm639	8678
18506	4	Perm639	10099
18507	5	Perm639	12694
18508	6	Perm639	13778
18509	7	Perm639	15632
18510	8	Perm639	16702
18511	9	Perm639	17627
18512	10	Perm639	20207
18513	11	Perm639	21196
18514	12	Perm639	21944
18515	13	Perm639	22963
18516	14	Perm639	23723
18517	15	Perm639	24534
18518	16	Perm639	24818
18519	17	Perm639	25700
18520	18	Perm639	26203
18521	19	Perm639	26448
18522	20	Perm639	26743
18523	21	Perm639	26786
18524	22	Perm639	27390
18525	23	Perm639	28090
18526	24	Perm639	28729
18527	25	Perm639	29311
18528	26	Perm639	29861
18529	27	Perm639	30333
18530	28	Perm639	30847
18531	29	Perm639	30970
18532	1	Perm640	3159
18533	2	Perm640	5069
18534	3	Perm640	6540
18535	4	Perm640	10582
18536	5	Perm640	13426
18537	6	Perm640	14550
18538	7	Perm640	15564
18539	8	Perm640	16394
18540	9	Perm640	17486
18541	10	Perm640	19254
18542	11	Perm640	21708
18543	12	Perm640	22756
18544	13	Perm640	23452
18545	14	Perm640	24217
18546	15	Perm640	24842
18547	16	Perm640	25655
18548	17	Perm640	26181
18549	18	Perm640	26758
18550	19	Perm640	27137
18551	20	Perm640	27570
18552	21	Perm640	27698
18553	22	Perm640	27854
18554	23	Perm640	28701
18555	24	Perm640	29256
18556	25	Perm640	29420
18557	26	Perm640	29610
18558	27	Perm640	30097
18559	28	Perm640	30565
18560	29	Perm640	30970
18561	1	Perm641	2942
18562	2	Perm641	7185
18563	3	Perm641	8905
18564	4	Perm641	10598
18565	5	Perm641	11854
18566	6	Perm641	14407
18567	7	Perm641	15558
18568	8	Perm641	15980
18569	9	Perm641	16817
18570	10	Perm641	18809
18571	11	Perm641	20353
18572	12	Perm641	21004
18573	13	Perm641	22458
18574	14	Perm641	23379
18575	15	Perm641	24632
18576	16	Perm641	25198
18577	17	Perm641	25846
18578	18	Perm641	26228
18579	19	Perm641	26826
18580	20	Perm641	27658
18581	21	Perm641	28152
18582	22	Perm641	28423
18583	23	Perm641	28922
18584	24	Perm641	29338
18585	25	Perm641	29559
18586	26	Perm641	30291
18587	27	Perm641	30789
18588	28	Perm641	30861
18589	29	Perm641	30970
18590	1	Perm642	3133
18591	2	Perm642	5020
18592	3	Perm642	9059
18593	4	Perm642	10190
18594	5	Perm642	11958
18595	6	Perm642	14645
18596	7	Perm642	16188
18597	8	Perm642	17516
18598	9	Perm642	19296
18599	10	Perm642	20161
18600	11	Perm642	21608
18601	12	Perm642	22601
18602	13	Perm642	23348
18603	14	Perm642	24260
18604	15	Perm642	24685
18605	16	Perm642	25031
18606	17	Perm642	25811
18607	18	Perm642	26470
18608	19	Perm642	26632
18609	20	Perm642	26792
18610	21	Perm642	27340
18611	22	Perm642	27983
18612	23	Perm642	28730
18613	24	Perm642	29241
18614	25	Perm642	30064
18615	26	Perm642	30213
18616	27	Perm642	30232
18617	28	Perm642	30684
18618	29	Perm642	30970
18619	1	Perm643	4989
18620	2	Perm643	6139
18621	3	Perm643	8870
18622	4	Perm643	10515
18623	5	Perm643	11612
18624	6	Perm643	12959
18625	7	Perm643	14206
18626	8	Perm643	17763
18627	9	Perm643	19543
18628	10	Perm643	20374
18629	11	Perm643	21302
18630	12	Perm643	22667
18631	13	Perm643	23474
18632	14	Perm643	24243
18633	15	Perm643	24973
18634	16	Perm643	25610
18635	17	Perm643	26268
18636	18	Perm643	26792
18637	19	Perm643	27483
18638	20	Perm643	28001
18639	21	Perm643	28817
18640	22	Perm643	29194
18641	23	Perm643	29440
18642	24	Perm643	29731
18643	25	Perm643	29953
18644	26	Perm643	30232
18645	27	Perm643	30667
18646	28	Perm643	30828
18647	29	Perm643	30970
18648	1	Perm644	2942
18649	2	Perm644	7386
18650	3	Perm644	11022
18651	4	Perm644	12727
18652	5	Perm644	13965
18653	6	Perm644	15817
18654	7	Perm644	17296
18655	8	Perm644	18568
18656	9	Perm644	19770
18657	10	Perm644	20971
18658	11	Perm644	21967
18659	12	Perm644	22868
18660	13	Perm644	23676
18661	14	Perm644	24596
18662	15	Perm644	25207
18663	16	Perm644	26057
18664	17	Perm644	26372
18665	18	Perm644	26983
18666	19	Perm644	27349
18667	20	Perm644	27913
18668	21	Perm644	28404
18669	22	Perm644	28836
18670	23	Perm644	29245
18671	24	Perm644	29861
18672	25	Perm644	30087
18673	26	Perm644	30531
18674	27	Perm644	30769
18675	28	Perm644	30823
18676	29	Perm644	30970
18677	1	Perm645	4288
18678	2	Perm645	6960
18679	3	Perm645	8811
18680	4	Perm645	10193
18681	5	Perm645	11435
18682	6	Perm645	12494
18683	7	Perm645	14720
18684	8	Perm645	17205
18685	9	Perm645	18064
18686	10	Perm645	18781
18687	11	Perm645	19908
18688	12	Perm645	20614
18689	13	Perm645	22033
18690	14	Perm645	23023
18691	15	Perm645	23694
18692	16	Perm645	24514
18693	17	Perm645	25106
18694	18	Perm645	25488
18695	19	Perm645	25928
18696	20	Perm645	26455
18697	21	Perm645	27318
18698	22	Perm645	28142
18699	23	Perm645	28626
18700	24	Perm645	29200
18701	25	Perm645	29723
18702	26	Perm645	29891
18703	27	Perm645	30639
18704	28	Perm645	30674
18705	29	Perm645	30970
18706	1	Perm646	4829
18707	2	Perm646	6347
18708	3	Perm646	8903
18709	4	Perm646	12260
18710	5	Perm646	14070
18711	6	Perm646	15162
18712	7	Perm646	16876
18713	8	Perm646	18188
18714	9	Perm646	19231
18715	10	Perm646	20343
18716	11	Perm646	21825
18717	12	Perm646	22862
18718	13	Perm646	23667
18719	14	Perm646	24060
18720	15	Perm646	24789
18721	16	Perm646	25452
18722	17	Perm646	26149
18723	18	Perm646	26698
18724	19	Perm646	27031
18725	20	Perm646	27650
18726	21	Perm646	28200
18727	22	Perm646	28698
18728	23	Perm646	29009
18729	24	Perm646	29205
18730	25	Perm646	29436
18731	26	Perm646	30309
18732	27	Perm646	30806
18733	28	Perm646	30951
18734	29	Perm646	30970
18735	1	Perm647	2989
18736	2	Perm647	5176
18737	3	Perm647	6454
18738	4	Perm647	7663
18739	5	Perm647	11735
18740	6	Perm647	12658
18741	7	Perm647	13498
18742	8	Perm647	16029
18743	9	Perm647	18109
18744	10	Perm647	19662
18745	11	Perm647	20312
18746	12	Perm647	21262
18747	13	Perm647	21944
18748	14	Perm647	22948
18749	15	Perm647	23552
18750	16	Perm647	24468
18751	17	Perm647	24970
18752	18	Perm647	25259
18753	19	Perm647	26432
18754	20	Perm647	26996
18755	21	Perm647	27797
18756	22	Perm647	28103
18757	23	Perm647	28458
18758	24	Perm647	28776
18759	25	Perm647	29268
18760	26	Perm647	29401
18761	27	Perm647	30218
18762	28	Perm647	30513
18763	29	Perm647	30970
18764	1	Perm648	4288
18765	2	Perm648	7190
18766	3	Perm648	9048
18767	4	Perm648	11761
18768	5	Perm648	13172
18769	6	Perm648	14482
18770	7	Perm648	15602
18771	8	Perm648	16527
18772	9	Perm648	19065
18773	10	Perm648	19931
18774	11	Perm648	21639
18775	12	Perm648	22404
18776	13	Perm648	23095
18777	14	Perm648	24190
18778	15	Perm648	24889
18779	16	Perm648	25416
18780	17	Perm648	25972
18781	18	Perm648	26587
18782	19	Perm648	26848
18783	20	Perm648	27336
18784	21	Perm648	27672
18785	22	Perm648	28560
18786	23	Perm648	29057
18787	24	Perm648	29352
18788	25	Perm648	30165
18789	26	Perm648	30616
18790	27	Perm648	30837
18791	28	Perm648	30861
18792	29	Perm648	30970
18793	1	Perm649	2156
18794	2	Perm649	6683
18795	3	Perm649	8124
18796	4	Perm649	10431
18797	5	Perm649	13413
18798	6	Perm649	15785
18799	7	Perm649	17110
18800	8	Perm649	18066
18801	9	Perm649	18653
18802	10	Perm649	20242
18803	11	Perm649	21587
18804	12	Perm649	22587
18805	13	Perm649	22901
18806	14	Perm649	23261
18807	15	Perm649	24407
18808	16	Perm649	24697
18809	17	Perm649	25079
18810	18	Perm649	25934
18811	19	Perm649	26819
18812	20	Perm649	27480
18813	21	Perm649	28203
18814	22	Perm649	28792
18815	23	Perm649	29086
18816	24	Perm649	29572
18817	25	Perm649	30037
18818	26	Perm649	30263
18819	27	Perm649	30439
18820	28	Perm649	30920
18821	29	Perm649	30970
18822	1	Perm650	5310
18823	2	Perm650	8099
18824	3	Perm650	10928
18825	4	Perm650	12703
18826	5	Perm650	14843
18827	6	Perm650	16328
18828	7	Perm650	17482
18829	8	Perm650	19093
18830	9	Perm650	20029
18831	10	Perm650	20856
18832	11	Perm650	22051
18833	12	Perm650	22712
18834	13	Perm650	23578
18835	14	Perm650	24337
18836	15	Perm650	24953
18837	16	Perm650	25326
18838	17	Perm650	25856
18839	18	Perm650	26407
18840	19	Perm650	27305
18841	20	Perm650	27433
18842	21	Perm650	27662
18843	22	Perm650	28292
18844	23	Perm650	29130
18845	24	Perm650	29591
18846	25	Perm650	29686
18847	26	Perm650	29866
18848	27	Perm650	30387
18849	28	Perm650	30674
18850	29	Perm650	30970
18851	1	Perm651	2908
18852	2	Perm651	5048
18853	3	Perm651	6509
18854	4	Perm651	8277
18855	5	Perm651	9729
18856	6	Perm651	13414
18857	7	Perm651	16223
18858	8	Perm651	17181
18859	9	Perm651	19015
18860	10	Perm651	19878
18861	11	Perm651	20623
18862	12	Perm651	21283
18863	13	Perm651	22359
18864	14	Perm651	23020
18865	15	Perm651	23441
18866	16	Perm651	24417
18867	17	Perm651	25753
18868	18	Perm651	26354
18869	19	Perm651	26905
18870	20	Perm651	27751
18871	21	Perm651	28062
18872	22	Perm651	28581
18873	23	Perm651	29029
18874	24	Perm651	29107
18875	25	Perm651	29326
18876	26	Perm651	29708
18877	27	Perm651	30003
18878	28	Perm651	30534
18879	29	Perm651	30970
18880	1	Perm652	4829
18881	2	Perm652	7587
18882	3	Perm652	10266
18883	4	Perm652	11356
18884	5	Perm652	13582
18885	6	Perm652	15433
18886	7	Perm652	16633
18887	8	Perm652	17616
18888	9	Perm652	18675
18889	10	Perm652	19744
18890	11	Perm652	21107
18891	12	Perm652	22291
18892	13	Perm652	23170
18893	14	Perm652	24042
18894	15	Perm652	24695
18895	16	Perm652	25442
18896	17	Perm652	26100
18897	18	Perm652	26645
18898	19	Perm652	27142
18899	20	Perm652	27502
18900	21	Perm652	28186
18901	22	Perm652	28736
18902	23	Perm652	29018
18903	24	Perm652	29452
18904	25	Perm652	29664
18905	26	Perm652	30209
18906	27	Perm652	30297
18907	28	Perm652	30535
18908	29	Perm652	30970
18909	1	Perm653	4356
18910	2	Perm653	8495
18911	3	Perm653	10761
18912	4	Perm653	13325
18913	5	Perm653	15102
18914	6	Perm653	16461
18915	7	Perm653	17987
18916	8	Perm653	18992
18917	9	Perm653	19626
18918	10	Perm653	20493
18919	11	Perm653	21401
18920	12	Perm653	22239
18921	13	Perm653	22866
18922	14	Perm653	23709
18923	15	Perm653	24188
18924	16	Perm653	25118
18925	17	Perm653	25504
18926	18	Perm653	26198
18927	19	Perm653	26742
18928	20	Perm653	27356
