Genome	Permutation	Clusters
15529	17	Perm555	1117389
15530	18	Perm555	1125857
15531	19	Perm555	1129288
15532	20	Perm555	1132505
15533	21	Perm555	1139448
15534	22	Perm555	1146577
15535	23	Perm555	1161989
15536	24	Perm555	1166743
15537	25	Perm555	1167737
15538	26	Perm555	1168107
15539	27	Perm555	1176221
15540	28	Perm555	1177920
15541	1	Perm556	278021
15542	2	Perm556	618793
15543	3	Perm556	696607
15544	4	Perm556	767220
15545	5	Perm556	801894
15546	6	Perm556	821019
15547	7	Perm556	835988
15548	8	Perm556	844243
15549	9	Perm556	853616
15550	10	Perm556	859632
15551	11	Perm556	943246
15552	12	Perm556	980648
15553	13	Perm556	1008460
15554	14	Perm556	1024952
15555	15	Perm556	1041842
15556	16	Perm556	1050504
15557	17	Perm556	1081037
15558	18	Perm556	1083981
15559	19	Perm556	1094286
15560	20	Perm556	1096686
15561	21	Perm556	1108463
15562	22	Perm556	1117676
15563	23	Perm556	1159794
15564	24	Perm556	1161090
15565	25	Perm556	1168079
15566	26	Perm556	1173232
15567	27	Perm556	1173965
15568	28	Perm556	1177920
15569	1	Perm557	291083
15570	2	Perm557	420916
15571	3	Perm557	705210
15572	4	Perm557	746022
15573	5	Perm557	833187
15574	6	Perm557	859134
15575	7	Perm557	912759
15576	8	Perm557	968562
15577	9	Perm557	997487
15578	10	Perm557	1011851
15579	11	Perm557	1020581
15580	12	Perm557	1041730
15581	13	Perm557	1055152
15582	14	Perm557	1065284
15583	15	Perm557	1080058
15584	16	Perm557	1089674
15585	17	Perm557	1094936
15586	18	Perm557	1104621
15587	19	Perm557	1108599
15588	20	Perm557	1113612
15589	21	Perm557	1120200
15590	22	Perm557	1123464
15591	23	Perm557	1124353
15592	24	Perm557	1124982
15593	25	Perm557	1133020
15594	26	Perm557	1134299
15595	27	Perm557	1173965
15596	28	Perm557	1177920
15597	1	Perm558	506075
15598	2	Perm558	621166
15599	3	Perm558	696368
15600	4	Perm558	730408
15601	5	Perm558	827673
15602	6	Perm558	873114
15603	7	Perm558	906837
15604	8	Perm558	930173
15605	9	Perm558	948611
15606	10	Perm558	962884
15607	11	Perm558	977898
15608	12	Perm558	991731
15609	13	Perm558	998393
15610	14	Perm558	1007297
15611	15	Perm558	1014774
15612	16	Perm558	1025504
15613	17	Perm558	1031984
15614	18	Perm558	1077428
15615	19	Perm558	1081422
15616	20	Perm558	1088409
15617	21	Perm558	1156151
15618	22	Perm558	1159651
15619	23	Perm558	1161901
15620	24	Perm558	1164085
15621	25	Perm558	1166141
15622	26	Perm558	1172614
15623	27	Perm558	1176047
15624	28	Perm558	1177920
15625	1	Perm559	510139
15626	2	Perm559	596124
15627	3	Perm559	641436
15628	4	Perm559	713111
15629	5	Perm559	758043
15630	6	Perm559	790799
15631	7	Perm559	858595
15632	8	Perm559	927916
15633	9	Perm559	941536
15634	10	Perm559	959470
15635	11	Perm559	1040159
15636	12	Perm559	1050714
15637	13	Perm559	1058965
15638	14	Perm559	1073077
15639	15	Perm559	1082588
15640	16	Perm559	1091346
15641	17	Perm559	1093684
15642	18	Perm559	1101825
15643	19	Perm559	1105467
15644	20	Perm559	1112658
15645	21	Perm559	1115791
15646	22	Perm559	1117540
15647	23	Perm559	1141395
15648	24	Perm559	1146299
15649	25	Perm559	1156518
15650	26	Perm559	1170597
15651	27	Perm559	1177022
15652	28	Perm559	1177920
15653	1	Perm560	511969
15654	2	Perm560	634768
15655	3	Perm560	692900
15656	4	Perm560	724488
15657	5	Perm560	743243
15658	6	Perm560	759268
15659	7	Perm560	830923
15660	8	Perm560	872495
15661	9	Perm560	906680
15662	10	Perm560	920445
15663	11	Perm560	926744
15664	12	Perm560	931701
15665	13	Perm560	954229
15666	14	Perm560	960387
15667	15	Perm560	966162
15668	16	Perm560	968595
15669	17	Perm560	983807
15670	18	Perm560	987582
15671	19	Perm560	1003010
15672	20	Perm560	1003886
15673	21	Perm560	1012848
15674	22	Perm560	1040772
15675	23	Perm560	1110336
15676	24	Perm560	1118275
15677	25	Perm560	1123276
15678	26	Perm560	1164464
15679	27	Perm560	1169818
15680	28	Perm560	1177920
15681	1	Perm561	251190
15682	2	Perm561	596419
15683	3	Perm561	736394
15684	4	Perm561	847251
15685	5	Perm561	892454
15686	6	Perm561	932993
15687	7	Perm561	959462
15688	8	Perm561	978322
15689	9	Perm561	995674
15690	10	Perm561	1020528
15691	11	Perm561	1039667
15692	12	Perm561	1050569
15693	13	Perm561	1056720
15694	14	Perm561	1081168
15695	15	Perm561	1091036
15696	16	Perm561	1101281
15697	17	Perm561	1104860
15698	18	Perm561	1117812
15699	19	Perm561	1125684
15700	20	Perm561	1131302
15701	21	Perm561	1137737
15702	22	Perm561	1139638
15703	23	Perm561	1141661
15704	24	Perm561	1143524
15705	25	Perm561	1150787
15706	26	Perm561	1155531
15707	27	Perm561	1176878
15708	28	Perm561	1177920
15709	1	Perm562	505300
15710	2	Perm562	596782
15711	3	Perm562	648790
15712	4	Perm562	731900
15713	5	Perm562	839051
15714	6	Perm562	867584
15715	7	Perm562	953687
15716	8	Perm562	985315
15717	9	Perm562	1009150
15718	10	Perm562	1048242
15719	11	Perm562	1065703
15720	12	Perm562	1066185
15721	13	Perm562	1074449
15722	14	Perm562	1088162
15723	15	Perm562	1093638
15724	16	Perm562	1096780
15725	17	Perm562	1123737
15726	18	Perm562	1133723
15727	19	Perm562	1141466
15728	20	Perm562	1143648
15729	21	Perm562	1152396
15730	22	Perm562	1154658
15731	23	Perm562	1156250
15732	24	Perm562	1158479
15733	25	Perm562	1164600
15734	26	Perm562	1169218
15735	27	Perm562	1174496
15736	28	Perm562	1177920
15737	1	Perm563	275253
15738	2	Perm563	404726
15739	3	Perm563	520526
15740	4	Perm563	575225
15741	5	Perm563	754000
15742	6	Perm563	868839
15743	7	Perm563	888675
15744	8	Perm563	931230
15745	9	Perm563	950097
15746	10	Perm563	964383
15747	11	Perm563	987807
15748	12	Perm563	997551
15749	13	Perm563	1016057
15750	14	Perm563	1040570
15751	15	Perm563	1051103
15752	16	Perm563	1061690
15753	17	Perm563	1070746
15754	18	Perm563	1077226
15755	19	Perm563	1086591
15756	20	Perm563	1091841
15757	21	Perm563	1098270
15758	22	Perm563	1102060
15759	23	Perm563	1109857
15760	24	Perm563	1112123
15761	25	Perm563	1152368
15762	26	Perm563	1155531
15763	27	Perm563	1176878
15764	28	Perm563	1177920
15765	1	Perm564	510139
15766	2	Perm564	596124
15767	3	Perm564	698738
15768	4	Perm564	746575
15769	5	Perm564	783689
15770	6	Perm564	851353
15771	7	Perm564	942779
15772	8	Perm564	963465
15773	9	Perm564	990878
15774	10	Perm564	1011075
15775	11	Perm564	1022625
15776	12	Perm564	1036795
15777	13	Perm564	1048404
15778	14	Perm564	1100051
15779	15	Perm564	1107453
15780	16	Perm564	1118522
15781	17	Perm564	1124153
15782	18	Perm564	1134733
15783	19	Perm564	1140140
15784	20	Perm564	1143900
15785	21	Perm564	1149508
15786	22	Perm564	1156346
15787	23	Perm564	1158040
15788	24	Perm564	1164142
15789	25	Perm564	1166046
15790	26	Perm564	1172293
15791	27	Perm564	1177187
15792	28	Perm564	1177920
15793	1	Perm565	274394
15794	2	Perm565	501643
15795	3	Perm565	733730
15796	4	Perm565	795076
15797	5	Perm565	860779
15798	6	Perm565	895743
15799	7	Perm565	920926
15800	8	Perm565	939122
15801	9	Perm565	955097
15802	10	Perm565	976713
15803	11	Perm565	989373
15804	12	Perm565	1000346
15805	13	Perm565	1017506
15806	14	Perm565	1032154
15807	15	Perm565	1043866
15808	16	Perm565	1050613
15809	17	Perm565	1062987
15810	18	Perm565	1066234
15811	19	Perm565	1071061
15812	20	Perm565	1078777
15813	21	Perm565	1147986
15814	22	Perm565	1151221
15815	23	Perm565	1153640
15816	24	Perm565	1155470
15817	25	Perm565	1169641
15818	26	Perm565	1175189
15819	27	Perm565	1176231
15820	28	Perm565	1177920
15821	1	Perm566	508063
15822	2	Perm566	606225
15823	3	Perm566	679065
15824	4	Perm566	748560
15825	5	Perm566	788802
15826	6	Perm566	828238
15827	7	Perm566	859826
15828	8	Perm566	882028
15829	9	Perm566	901653
15830	10	Perm566	918641
15831	11	Perm566	927768
15832	12	Perm566	944352
15833	13	Perm566	956412
15834	14	Perm566	962375
15835	15	Perm566	994222
15836	16	Perm566	998027
15837	17	Perm566	1000985
15838	18	Perm566	1002268
15839	19	Perm566	1013329
15840	20	Perm566	1086247
15841	21	Perm566	1090379
15842	22	Perm566	1097223
15843	23	Perm566	1103697
15844	24	Perm566	1145066
15845	25	Perm566	1149380
15846	26	Perm566	1171160
15847	27	Perm566	1173034
15848	28	Perm566	1177920
15849	1	Perm567	506355
15850	2	Perm567	598731
15851	3	Perm567	739835
15852	4	Perm567	777920
15853	5	Perm567	804471
15854	6	Perm567	814645
15855	7	Perm567	865714
15856	8	Perm567	897094
15857	9	Perm567	913729
15858	10	Perm567	937483
15859	11	Perm567	955447
15860	12	Perm567	970957
15861	13	Perm567	989977
15862	14	Perm567	1021146
15863	15	Perm567	1034702
15864	16	Perm567	1040578
15865	17	Perm567	1051173
15866	18	Perm567	1064931
15867	19	Perm567	1072960
15868	20	Perm567	1142297
15869	21	Perm567	1148508
15870	22	Perm567	1163553
15871	23	Perm567	1164301
15872	24	Perm567	1169001
15873	25	Perm567	1170314
15874	26	Perm567	1171632
15875	27	Perm567	1172381
15876	28	Perm567	1177920
15877	1	Perm568	508063
15878	2	Perm568	594290
15879	3	Perm568	724351
15880	4	Perm568	789458
15881	5	Perm568	825579
15882	6	Perm568	845491
15883	7	Perm568	883884
15884	8	Perm568	919438
15885	9	Perm568	931172
15886	10	Perm568	937252
15887	11	Perm568	941305
15888	12	Perm568	943712
15889	13	Perm568	969745
15890	14	Perm568	973399
15891	15	Perm568	991074
15892	16	Perm568	994682
15893	17	Perm568	1011392
15894	18	Perm568	1034997
15895	19	Perm568	1050010
15896	20	Perm568	1061755
15897	21	Perm568	1063497
15898	22	Perm568	1069684
15899	23	Perm568	1077034
15900	24	Perm568	1145417
15901	25	Perm568	1151109
15902	26	Perm568	1173157
15903	27	Perm568	1174058
15904	28	Perm568	1177920
15905	1	Perm569	508063
15906	2	Perm569	614497
15907	3	Perm569	693440
15908	4	Perm569	746918
15909	5	Perm569	784048
15910	6	Perm569	871544
15911	7	Perm569	895396
15912	8	Perm569	915724
15913	9	Perm569	929523
15914	10	Perm569	949706
15915	11	Perm569	976114
15916	12	Perm569	988441
15917	13	Perm569	1011285
15918	14	Perm569	1022741
15919	15	Perm569	1031096
15920	16	Perm569	1062041
15921	17	Perm569	1062514
15922	18	Perm569	1078193
15923	19	Perm569	1082014
15924	20	Perm569	1086130
15925	21	Perm569	1087315
15926	22	Perm569	1095530
15927	23	Perm569	1096924
15928	24	Perm569	1102556
15929	25	Perm569	1108861
15930	26	Perm569	1110319
15931	27	Perm569	1112148
15932	28	Perm569	1177920
15933	1	Perm570	510234
15934	2	Perm570	600436
15935	3	Perm570	685242
15936	4	Perm570	732440
15937	5	Perm570	793203
15938	6	Perm570	866500
15939	7	Perm570	876810
15940	8	Perm570	910652
15941	9	Perm570	937545
15942	10	Perm570	958238
15943	11	Perm570	964382
15944	12	Perm570	978188
15945	13	Perm570	983357
15946	14	Perm570	988868
15947	15	Perm570	995713
15948	16	Perm570	1013338
15949	17	Perm570	1022905
15950	18	Perm570	1030632
15951	19	Perm570	1032572
15952	20	Perm570	1080040
15953	21	Perm570	1087408
15954	22	Perm570	1154943
15955	23	Perm570	1157164
15956	24	Perm570	1160084
15957	25	Perm570	1167270
15958	26	Perm570	1172832
15959	27	Perm570	1176789
15960	28	Perm570	1177920
15961	1	Perm571	510139
15962	2	Perm571	619514
15963	3	Perm571	728097
15964	4	Perm571	784477
15965	5	Perm571	817188
15966	6	Perm571	852347
15967	7	Perm571	886156
15968	8	Perm571	924686
15969	9	Perm571	933875
15970	10	Perm571	939686
15971	11	Perm571	962160
15972	12	Perm571	970331
15973	13	Perm571	976341
15974	14	Perm571	995172
15975	15	Perm571	1009474
15976	16	Perm571	1020302
15977	17	Perm571	1030215
15978	18	Perm571	1036245
15979	19	Perm571	1107041
15980	20	Perm571	1109877
15981	21	Perm571	1112230
15982	22	Perm571	1117529
15983	23	Perm571	1124375
15984	24	Perm571	1127277
15985	25	Perm571	1129188
15986	26	Perm571	1170504
15987	27	Perm571	1176047
15988	28	Perm571	1177920
15989	1	Perm572	505300
15990	2	Perm572	607949
15991	3	Perm572	684481
15992	4	Perm572	731880
15993	5	Perm572	790972
15994	6	Perm572	826820
15995	7	Perm572	851168
15996	8	Perm572	874085
15997	9	Perm572	885134
15998	10	Perm572	894912
15999	11	Perm572	977755
16000	12	Perm572	995664
16001	13	Perm572	1005535
16002	14	Perm572	1035565
16003	15	Perm572	1049855
16004	16	Perm572	1062837
16005	17	Perm572	1090518
16006	18	Perm572	1102040
16007	19	Perm572	1102470
16008	20	Perm572	1105121
16009	21	Perm572	1111991
16010	22	Perm572	1154925
16011	23	Perm572	1156874
16012	24	Perm572	1157978
16013	25	Perm572	1163325
16014	26	Perm572	1169218
16015	27	Perm572	1174496
16016	28	Perm572	1177920
16017	1	Perm573	508063
16018	2	Perm573	595697
16019	3	Perm573	648132
16020	4	Perm573	732375
16021	5	Perm573	841316
16022	6	Perm573	873285
16023	7	Perm573	899394
16024	8	Perm573	938413
16025	9	Perm573	1011210
16026	10	Perm573	1035018
16027	11	Perm573	1068770
16028	12	Perm573	1083676
16029	13	Perm573	1112168
16030	14	Perm573	1119000
16031	15	Perm573	1124141
16032	16	Perm573	1133630
16033	17	Perm573	1135371
16034	18	Perm573	1143698
16035	19	Perm573	1149257
16036	20	Perm573	1150989
16037	21	Perm573	1152098
16038	22	Perm573	1158988
16039	23	Perm573	1164655
16040	24	Perm573	1165016
16041	25	Perm573	1166910
16042	26	Perm573	1168118
16043	27	Perm573	1171510
16044	28	Perm573	1177920
16045	1	Perm574	505300
16046	2	Perm574	621168
16047	3	Perm574	677454
16048	4	Perm574	759835
16049	5	Perm574	791511
16050	6	Perm574	871886
16051	7	Perm574	911625
16052	8	Perm574	938618
16053	9	Perm574	956676
16054	10	Perm574	977833
16055	11	Perm574	991644
16056	12	Perm574	1008780
16057	13	Perm574	1019680
16058	14	Perm574	1028301
16059	15	Perm574	1037231
16060	16	Perm574	1049718
16061	17	Perm574	1121991
16062	18	Perm574	1127621
16063	19	Perm574	1134332
16064	20	Perm574	1142106
16065	21	Perm574	1144117
16066	22	Perm574	1147866
16067	23	Perm574	1152288
16068	24	Perm574	1155298
16069	25	Perm574	1158832
16070	26	Perm574	1163578
16071	27	Perm574	1176789
16072	28	Perm574	1177920
16073	1	Perm575	506075
16074	2	Perm575	667593
16075	3	Perm575	747554
16076	4	Perm575	823455
16077	5	Perm575	915730
16078	6	Perm575	951158
16079	7	Perm575	977747
16080	8	Perm575	989638
16081	9	Perm575	1009796
16082	10	Perm575	1019424
16083	11	Perm575	1038847
16084	12	Perm575	1062253
16085	13	Perm575	1071135
16086	14	Perm575	1090535
16087	15	Perm575	1103141
16088	16	Perm575	1118054
16089	17	Perm575	1121702
16090	18	Perm575	1130781
16091	19	Perm575	1135366
16092	20	Perm575	1136206
16093	21	Perm575	1138351
16094	22	Perm575	1154436
16095	23	Perm575	1155732
16096	24	Perm575	1156509
16097	25	Perm575	1164037
16098	26	Perm575	1170649
16099	27	Perm575	1174745
16100	28	Perm575	1177920
16101	1	Perm576	509380
16102	2	Perm576	616490
16103	3	Perm576	673984
16104	4	Perm576	782704
16105	5	Perm576	827230
16106	6	Perm576	884933
16107	7	Perm576	916849
16108	8	Perm576	942224
16109	9	Perm576	960848
16110	10	Perm576	971223
16111	11	Perm576	976084
16112	12	Perm576	995233
16113	13	Perm576	1009798
16114	14	Perm576	1021549
16115	15	Perm576	1029221
16116	16	Perm576	1038965
16117	17	Perm576	1049207
16118	18	Perm576	1060430
16119	19	Perm576	1072320
16120	20	Perm576	1089626
16121	21	Perm576	1096240
16122	22	Perm576	1097740
16123	23	Perm576	1101898
16124	24	Perm576	1106964
16125	25	Perm576	1108861
16126	26	Perm576	1174876
16127	27	Perm576	1176221
16128	28	Perm576	1177920
16129	1	Perm577	506075
16130	2	Perm577	614587
16131	3	Perm577	666204
16132	4	Perm577	710125
16133	5	Perm577	800060
16134	6	Perm577	838440
16135	7	Perm577	885067
16136	8	Perm577	908798
16137	9	Perm577	927234
16138	10	Perm577	949251
16139	11	Perm577	965668
16140	12	Perm577	981728
16141	13	Perm577	996031
16142	14	Perm577	1003730
16143	15	Perm577	1010494
16144	16	Perm577	1017276
16145	17	Perm577	1020181
16146	18	Perm577	1028702
16147	19	Perm577	1037134
16148	20	Perm577	1042715
16149	21	Perm577	1044885
16150	22	Perm577	1053331
16151	23	Perm577	1122517
16152	24	Perm577	1164338
16153	25	Perm577	1165726
16154	26	Perm577	1170609
16155	27	Perm577	1171510
16156	28	Perm577	1177920
16157	1	Perm578	285642
16158	2	Perm578	425181
16159	3	Perm578	678005
16160	4	Perm578	748502
16161	5	Perm578	855441
16162	6	Perm578	886274
16163	7	Perm578	910503
16164	8	Perm578	959240
16165	9	Perm578	979430
16166	10	Perm578	996869
16167	11	Perm578	1008692
16168	12	Perm578	1017478
16169	13	Perm578	1036472
16170	14	Perm578	1042459
16171	15	Perm578	1048281
16172	16	Perm578	1050953
16173	17	Perm578	1061179
16174	18	Perm578	1086771
16175	19	Perm578	1097483
16176	20	Perm578	1105766
16177	21	Perm578	1149623
16178	22	Perm578	1156375
16179	23	Perm578	1163016
16180	24	Perm578	1164013
16181	25	Perm578	1166281
16182	26	Perm578	1167491
16183	27	Perm578	1173965
16184	28	Perm578	1177920
16185	1	Perm579	506075
16186	2	Perm579	621166
16187	3	Perm579	677711
16188	4	Perm579	786846
16189	5	Perm579	821552
16190	6	Perm579	841492
16191	7	Perm579	856062
16192	8	Perm579	871363
16193	9	Perm579	894941
16194	10	Perm579	928703
16195	11	Perm579	936470
16196	12	Perm579	966854
16197	13	Perm579	986653
16198	14	Perm579	1042061
16199	15	Perm579	1111658
16200	16	Perm579	1114332
16201	17	Perm579	1117370
16202	18	Perm579	1127809
16203	19	Perm579	1136762
16204	20	Perm579	1139238
16205	21	Perm579	1141026
16206	22	Perm579	1142540
16207	23	Perm579	1143599
16208	24	Perm579	1153179
16209	25	Perm579	1162937
16210	26	Perm579	1169389
16211	27	Perm579	1173564
16212	28	Perm579	1177920
16213	1	Perm580	251190
16214	2	Perm580	586640
16215	3	Perm580	665796
16216	4	Perm580	749526
16217	5	Perm580	802648
16218	6	Perm580	836421
16219	7	Perm580	919238
16220	8	Perm580	1000795
16221	9	Perm580	1028740
16222	10	Perm580	1043718
16223	11	Perm580	1062892
16224	12	Perm580	1074033
16225	13	Perm580	1083734
16226	14	Perm580	1094764
16227	15	Perm580	1103023
16228	16	Perm580	1107615
16229	17	Perm580	1117382
16230	18	Perm580	1135354
16231	19	Perm580	1138773
16232	20	Perm580	1141270
16233	21	Perm580	1149936
16234	22	Perm580	1155656
16235	23	Perm580	1159741
16236	24	Perm580	1165843
16237	25	Perm580	1171876
16238	26	Perm580	1173401
16239	27	Perm580	1177187
16240	28	Perm580	1177920
16241	1	Perm581	531851
16242	2	Perm581	667456
16243	3	Perm581	757178
16244	4	Perm581	812406
16245	5	Perm581	858770
16246	6	Perm581	887473
16247	7	Perm581	922512
16248	8	Perm581	942929
16249	9	Perm581	962134
16250	10	Perm581	996767
16251	11	Perm581	1007053
16252	12	Perm581	1016253
16253	13	Perm581	1035119
16254	14	Perm581	1049922
16255	15	Perm581	1055011
16256	16	Perm581	1078717
16257	17	Perm581	1091522
16258	18	Perm581	1102532
16259	19	Perm581	1108788
16260	20	Perm581	1152591
16261	21	Perm581	1155286
16262	22	Perm581	1157930
16263	23	Perm581	1162656
16264	24	Perm581	1164761
16265	25	Perm581	1169454
16266	26	Perm581	1175001
16267	27	Perm581	1176878
16268	28	Perm581	1177920
16269	1	Perm582	507666
16270	2	Perm582	617886
16271	3	Perm582	722907
16272	4	Perm582	773907
16273	5	Perm582	803784
16274	6	Perm582	820871
16275	7	Perm582	835963
16276	8	Perm582	864314
16277	9	Perm582	875005
16278	10	Perm582	886346
16279	11	Perm582	912509
16280	12	Perm582	929028
16281	13	Perm582	933513
16282	14	Perm582	943285
16283	15	Perm582	963268
16284	16	Perm582	994188
16285	17	Perm582	996982
16286	18	Perm582	1070582
16287	19	Perm582	1082228
16288	20	Perm582	1091072
16289	21	Perm582	1102203
16290	22	Perm582	1105409
16291	23	Perm582	1106058
16292	24	Perm582	1106834
16293	25	Perm582	1115006
16294	26	Perm582	1158907
16295	27	Perm582	1172659
16296	28	Perm582	1177920
16297	1	Perm583	297535
16298	2	Perm583	616259
16299	3	Perm583	710409
16300	4	Perm583	761557
16301	5	Perm583	790093
16302	6	Perm583	838707
16303	7	Perm583	862133
16304	8	Perm583	886967
16305	9	Perm583	908931
16306	10	Perm583	923866
16307	11	Perm583	933889
16308	12	Perm583	953875
16309	13	Perm583	968162
16310	14	Perm583	975678
16311	15	Perm583	1032906
16312	16	Perm583	1040080
16313	17	Perm583	1047007
16314	18	Perm583	1050286
16315	19	Perm583	1060449
16316	20	Perm583	1130195
16317	21	Perm583	1139006
16318	22	Perm583	1140737
16319	23	Perm583	1149499
16320	24	Perm583	1155664
16321	25	Perm583	1157108
16322	26	Perm583	1163497
16323	27	Perm583	1176730
16324	28	Perm583	1177920
16325	1	Perm584	512270
16326	2	Perm584	639852
16327	3	Perm584	756839
16328	4	Perm584	817702
16329	5	Perm584	830722
16330	6	Perm584	838463
16331	7	Perm584	887523
16332	8	Perm584	893080
16333	9	Perm584	946794
16334	10	Perm584	975671
16335	11	Perm584	998444
16336	12	Perm584	1022410
16337	13	Perm584	1078257
16338	14	Perm584	1080717
16339	15	Perm584	1093098
16340	16	Perm584	1111804
16341	17	Perm584	1120027
16342	18	Perm584	1122416
16343	19	Perm584	1126050
16344	20	Perm584	1135527
16345	21	Perm584	1158331
16346	22	Perm584	1159318
16347	23	Perm584	1166105
16348	24	Perm584	1167628
16349	25	Perm584	1167988
16350	26	Perm584	1173544
16351	27	Perm584	1174745
16352	28	Perm584	1177920
16353	1	Perm585	506075
16354	2	Perm585	620355
16355	3	Perm585	714145
16356	4	Perm585	753663
16357	5	Perm585	807305
16358	6	Perm585	837585
16359	7	Perm585	867084
16360	8	Perm585	886988
16361	9	Perm585	954618
16362	10	Perm585	967891
16363	11	Perm585	1048234
16364	12	Perm585	1061893
16365	13	Perm585	1071686
16366	14	Perm585	1081310
16367	15	Perm585	1090300
16368	16	Perm585	1099613
16369	17	Perm585	1105758
16370	18	Perm585	1120015
16371	19	Perm585	1130024
16372	20	Perm585	1136534
16373	21	Perm585	1143909
16374	22	Perm585	1157842
16375	23	Perm585	1165298
16376	24	Perm585	1169434
16377	25	Perm585	1173768
16378	26	Perm585	1175903
16379	27	Perm585	1177187
16380	28	Perm585	1177920
16381	1	Perm586	274394
16382	2	Perm586	567839
16383	3	Perm586	620774
16384	4	Perm586	763049
16385	5	Perm586	822759
16386	6	Perm586	852759
16387	7	Perm586	877538
16388	8	Perm586	923546
16389	9	Perm586	940840
16390	10	Perm586	959957
16391	11	Perm586	967846
16392	12	Perm586	982791
16393	13	Perm586	1036299
16394	14	Perm586	1041469
16395	15	Perm586	1045322
16396	16	Perm586	1048745
16397	17	Perm586	1060576
16398	18	Perm586	1064069
16399	19	Perm586	1071781
16400	20	Perm586	1074088
16401	21	Perm586	1077892
16402	22	Perm586	1078354
16403	23	Perm586	1090896
16404	24	Perm586	1157665
16405	25	Perm586	1164852
16406	26	Perm586	1170698
16407	27	Perm586	1173965
16408	28	Perm586	1177920
16409	1	Perm587	502859
16410	2	Perm587	599759
16411	3	Perm587	730743
16412	4	Perm587	771955
16413	5	Perm587	794717
16414	6	Perm587	862979
16415	7	Perm587	951855
16416	8	Perm587	972968
16417	9	Perm587	1020133
16418	10	Perm587	1045134
16419	11	Perm587	1052279
16420	12	Perm587	1080330
16421	13	Perm587	1085297
16422	14	Perm587	1088828
16423	15	Perm587	1103528
16424	16	Perm587	1112157
16425	17	Perm587	1127724
16426	18	Perm587	1138743
16427	19	Perm587	1139478
16428	20	Perm587	1148060
16429	21	Perm587	1155679
16430	22	Perm587	1156700
16431	23	Perm587	1163548
16432	24	Perm587	1163913
16433	25	Perm587	1165116
16434	26	Perm587	1169469
16435	27	Perm587	1173965
16436	28	Perm587	1177920
16437	1	Perm588	251190
16438	2	Perm588	421350
16439	3	Perm588	674443
16440	4	Perm588	748375
16441	5	Perm588	790520
16442	6	Perm588	837595
16443	7	Perm588	863696
16444	8	Perm588	901949
16445	9	Perm588	915930
16446	10	Perm588	937152
16447	11	Perm588	952058
16448	12	Perm588	964774
16449	13	Perm588	978633
16450	14	Perm588	988607
16451	15	Perm588	1002463
16452	16	Perm588	1010727
16453	17	Perm588	1016420
16454	18	Perm588	1022470
16455	19	Perm588	1029743
16456	20	Perm588	1031058
16457	21	Perm588	1041535
16458	22	Perm588	1043347
16459	23	Perm588	1045396
16460	24	Perm588	1091608
16461	25	Perm588	1159520
16462	26	Perm588	1160090
16463	27	Perm588	1164727
16464	28	Perm588	1177920
16465	1	Perm589	263220
16466	2	Perm589	407797
16467	3	Perm589	492322
16468	4	Perm589	719234
16469	5	Perm589	778812
16470	6	Perm589	806110
16471	7	Perm589	839062
16472	8	Perm589	862173
16473	9	Perm589	953803
16474	10	Perm589	971317
16475	11	Perm589	992930
16476	12	Perm589	1003791
16477	13	Perm589	1014986
16478	14	Perm589	1045189
16479	15	Perm589	1054455
16480	16	Perm589	1062463
16481	17	Perm589	1072400
16482	18	Perm589	1083083
16483	19	Perm589	1093304
16484	20	Perm589	1103247
16485	21	Perm589	1108775
16486	22	Perm589	1114381
16487	23	Perm589	1131468
16488	24	Perm589	1133694
16489	25	Perm589	1136104
16490	26	Perm589	1175496
16491	27	Perm589	1177187
16492	28	Perm589	1177920
16493	1	Perm590	508063
16494	2	Perm590	602785
16495	3	Perm590	693440
16496	4	Perm590	800789
16497	5	Perm590	857691
16498	6	Perm590	874414
16499	7	Perm590	910812
16500	8	Perm590	994765
16501	9	Perm590	1030871
16502	10	Perm590	1046988
16503	11	Perm590	1057013
16504	12	Perm590	1066100
16505	13	Perm590	1071539
16506	14	Perm590	1076099
16507	15	Perm590	1080737
16508	16	Perm590	1094810
16509	17	Perm590	1101819
16510	18	Perm590	1111928
16511	19	Perm590	1114698
16512	20	Perm590	1124112
16513	21	Perm590	1148337
16514	22	Perm590	1150719
16515	23	Perm590	1158407
16516	24	Perm590	1164592
16517	25	Perm590	1168623
16518	26	Perm590	1175060
16519	27	Perm590	1176047
16520	28	Perm590	1177920
16521	1	Perm591	274394
16522	2	Perm591	611613
16523	3	Perm591	725660
16524	4	Perm591	761935
16525	5	Perm591	817477
16526	6	Perm591	847635
16527	7	Perm591	877503
16528	8	Perm591	923140
16529	9	Perm591	941483
16530	10	Perm591	960322
16531	11	Perm591	979702
16532	12	Perm591	980262
16533	13	Perm591	986904
16534	14	Perm591	1000310
16535	15	Perm591	1005321
16536	16	Perm591	1009656
16537	17	Perm591	1020634
16538	18	Perm591	1028254
16539	19	Perm591	1030569
16540	20	Perm591	1078497
16541	21	Perm591	1086517
16542	22	Perm591	1153800
16543	23	Perm591	1162435
16544	24	Perm591	1167307
16545	25	Perm591	1171294
16546	26	Perm591	1173427
16547	27	Perm591	1177384
16548	28	Perm591	1177920
16549	1	Perm592	283438
16550	2	Perm592	608930
16551	3	Perm592	670504
16552	4	Perm592	740398
16553	5	Perm592	779446
16554	6	Perm592	819455
16555	7	Perm592	854614
16556	8	Perm592	870139
16557	9	Perm592	895359
